series_id,t,signal,label
0,0,0.0,stable
0,1,-0.0205414120904674,stable
0,2,-0.0062857497646834955,stable
0,3,0.03411805103851923,stable
0,4,0.1619620711477851,stable
0,5,0.10628447760676643,stable
0,6,0.11301986533297384,stable
0,7,0.06646333022949069,stable
0,8,0.029681863271513953,stable
0,9,0.054903189758181196,stable
0,10,0.03962400944859299,stable
0,11,-0.014302543994617188,stable
0,12,0.016993489635852774,stable
0,13,-0.05789270505275118,stable
0,14,0.008343524874119872,stable
0,15,0.006233178993109863,stable
0,16,-0.019989579254238356,stable
0,17,-0.1262347273051318,stable
0,18,-0.07364781325184291,stable
0,19,-0.0007489170494076117,stable
0,20,0.013937832630210784,stable
0,21,-0.03738838400422087,stable
0,22,-0.04458766819212081,stable
0,23,-0.10586428410629403,stable
0,24,-0.12070287794298055,stable
0,25,-0.061491616202958815,stable
0,26,-0.05362496369088274,stable
0,27,-0.11534772654333851,stable
0,28,-0.11373646750921869,stable
0,29,-0.16648948925351148,stable
0,30,-0.13363521960186478,stable
0,31,-0.142191515496566,stable
0,32,-0.1099093295935596,stable
0,33,-0.045151523227253104,stable
0,34,0.07853310540097118,stable
0,35,-0.03752173977887824,stable
0,36,0.0153759493451633,stable
0,37,-0.060998051936113754,stable
0,38,-0.01409773929418668,stable
0,39,-0.11417852930230978,stable
0,40,-0.0394774868699859,stable
0,41,-0.03789693148766105,stable
0,42,-0.14569387745938112,stable
0,43,-0.11230146306730451,stable
0,44,-0.0979236413218591,stable
0,45,-0.1453097346487704,stable
0,46,-0.11100498745804094,stable
0,47,-0.11105490146911781,stable
0,48,0.009300909738954963,stable
0,49,-0.17631153065688682,stable
0,50,-0.1672728307328264,stable
0,51,-0.16314352273728508,stable
0,52,-0.18396456647842235,stable
0,53,-0.11943169277645217,stable
0,54,-0.2042260043828492,stable
0,55,-0.2005789536923658,stable
0,56,-0.03948957523703504,stable
0,57,-0.20283275619308253,stable
0,58,-0.1475525834998297,stable
0,59,-0.09689817127678867,stable
0,60,-0.017640009138283168,stable
0,61,0.007456150073241028,stable
0,62,0.029330984828367514,stable
0,63,-0.03705742034199886,stable
0,64,-0.07171503081203066,stable
0,65,-0.12994015619767055,stable
0,66,-0.11106737149259585,stable
0,67,-0.01191396370613658,stable
0,68,0.0052922227472497925,stable
0,69,0.016338088308367138,stable
0,70,0.09101763807092654,stable
0,71,0.1976679893516276,stable
0,72,0.17011302588745628,stable
0,73,0.178218254046978,stable
0,74,0.0409650510816902,stable
0,75,-0.02797634298398689,stable
0,76,-0.05355379587314781,stable
0,77,0.027608308420338415,stable
0,78,0.09871658099226158,stable
0,79,0.0901190681740881,stable
0,80,0.07832664698730073,stable
0,81,0.08193945770235296,stable
0,82,0.21223883509302782,stable
0,83,0.1861153436836086,stable
0,84,0.030034144134573545,stable
0,85,0.021347482115268056,stable
0,86,0.019624591842811824,stable
0,87,-0.10751848193701938,stable
0,88,-0.012669235783252408,stable
0,89,0.03777021735021473,stable
0,90,-0.0225767311007698,stable
0,91,-0.023947054579895412,stable
0,92,0.06249016730512579,stable
0,93,0.08729169476017792,stable
0,94,0.08928880816130158,stable
0,95,-0.14033501593848996,stable
0,96,-0.04281915027043032,stable
0,97,-0.0017493960699145363,stable
0,98,-0.10940369768597413,stable
0,99,-0.2141857995599778,stable
0,100,-0.20879056344565788,stable
0,101,-0.3732680276119821,stable
0,102,-0.24179927494462694,stable
0,103,-0.13281418658152752,stable
0,104,-0.21402356004334055,stable
0,105,-0.09860487614311185,stable
0,106,-0.12369812983455301,stable
0,107,-0.18692573661048228,stable
0,108,-0.11976006599287595,stable
0,109,0.0968383386752816,stable
0,110,0.06520947670026311,stable
0,111,0.05810961378458622,stable
0,112,0.003969865810494466,stable
0,113,-0.06961167366055016,stable
0,114,-0.05514206858385433,stable
0,115,-0.04224187681406948,stable
0,116,-0.26777045691047563,stable
0,117,-0.18145518658314355,stable
0,118,-0.10112725574172884,stable
0,119,-0.06466043985822532,stable
0,120,-0.01375357392238908,stable
0,121,-0.006250418626228221,stable
0,122,-0.017086620165306828,stable
0,123,-0.11092060223943007,stable
0,124,-0.10480429838033188,stable
0,125,-0.05135605616409313,stable
0,126,-0.08804948162576529,stable
0,127,-0.09334857659046439,stable
0,128,-0.08634653718368754,stable
0,129,-0.0559738405758719,stable
0,130,0.16559880391571585,stable
0,131,0.026206451605939166,stable
0,132,0.08505169443406363,stable
0,133,0.012425407450591695,stable
0,134,-0.02458549100499039,stable
0,135,-0.11113333324342818,stable
0,136,-0.10670131447733659,stable
0,137,-0.09484792402834218,stable
0,138,-0.057976885774965924,stable
0,139,0.04602883372157535,stable
0,140,0.008794978719853852,stable
0,141,0.07977118143787915,stable
0,142,0.010146208078359718,stable
0,143,-0.020725442743346284,stable
0,144,-0.016512008095870577,stable
0,145,-0.006083087762785935,stable
0,146,0.11963635564499232,stable
0,147,0.1049881350862266,stable
0,148,0.17850727024194954,stable
0,149,0.1381940366558341,stable
0,150,0.11622402269166211,stable
0,151,0.22714969630104792,stable
0,152,0.1765075183664176,stable
0,153,-0.013962536311939444,stable
0,154,-0.013816912561129753,stable
0,155,0.0002509020847657178,stable
0,156,0.02582575146428561,stable
0,157,0.03150893237150312,stable
0,158,0.05377778475375722,stable
0,159,-0.008066736431221105,stable
0,160,-0.05940560534686159,stable
0,161,-0.06637058919084043,stable
0,162,-0.13569924157117907,stable
0,163,0.023159614039642257,stable
0,164,-0.04538361188513085,stable
0,165,-0.006859150580434039,stable
0,166,0.05542583709340992,stable
